Gene	SRR6080007	SRR6080008	SRR6080009	SRR6080012	SRR6080013	SRR6080014
AT1G01225	65.67883348509481	63.38356109389631	59.218314503031735	79.66517001352153	82.1215591226953	87.96055241405371
AT1G01230	364.02428853427995	365.37789422369275	363.9645924145593	511.4007575989778	489.6839738150208	576.3862301300313
AT1G01240	425.84778886951096	444.3141923379892	355.83371835867985	831.1150157504768	962.2514119862229	980.0331374792987
AT1G01250	55.29309977556967	19.961725623344147	58.22783644015933	54.31745570667254	69.78185704428599	57.762299054000614
AT1G01260	277.6214773198142	299.1963270876228	309.8952617138382	375.855145183396	371.6282147301739	402.49962661460387
AT1G01270	0	0	0	0	0	0
AT1G01280	0	0.9967391320225696	0.9934370479496811	0	0	0
AT1G01290	241.97075249327293	313.1028288985352	182.59897485421712	302.305910685973	319.08785155474317	278.2983973170523
AT1G01300	1605.3319406028306	1769.4179361155366	1962.4106935385269	3094.6119134390974	2193.738860196305	2353.671444334859
AT1G01305	0	0	0	0	0	0
AT1G01310	3.048374860819642	0	0	2.922677951298538	3.0228190158559993	1.0145496242002532
AT1G01320	9579.35733158133	11691.35453695211	9641.145707605026	9251.329941920307	8976.546780879748	8828.058392254068
AT1G01335	0	0	0	0	0	0
AT1G01340	57.34701973744713	50.90254659512325	55.07194227557672	399.5595084940088	379.3706537551476	530.4921389976835
AT1G01350	236.8889780806796	261.33163427103926	253.3909697302992	338.4168457668267	358.4285037489883	361.8501185986888
AT1G01355	3.212582691191594	3.230557313444351	0.8669677797228549	7.2648503297445695	8.489236999192784	2.1261342266593326
AT1G01360	171.54855098897752	176.6434585317579	152.7435687853589	349.8012151238647	341.01781836260074	327.59369217272985
AT1G01370	139.9013133853596	131.52450240858212	123.80772780783408	126.39496413902704	114.76120457932502	133.21758079590856
AT1G01380	19.88060515039106	21.035063363855084	22.736032437798933	30.1336922175295	16.10004030279838	34.22884322871906
AT1G01390	113.13195446210239	114.18931253329728	181.2077690740736	106.3845297525031	128.02758475206588	131.56436032594186
AT1G01400	3.9955314765319936	7.121542141976498	3.9591151102178457	15.903203295005936	10.993504998585369	10.025920429998306
AT1G01410	0	0	0	0	0	0
AT1G01420	200.02437397681012	242.00417773887764	221.5304521074662	258.3016200853131	307.80651404784015	231.49164478978923
AT1G01430	1195.9437777274675	1107.0212559976244	1099.8915332311315	757.6795161122157	942.6921284827378	856.4464678878774
AT1G01440	405.374381556544	404.7948631197371	401.87219158912046	584.1794738507558	683.3950518904627	629.1883672547683
AT1G01448	218.64237459046024	307.760181016023	130.47010408835908	356.58367749366363	339.3300717111294	320.0306137032851
AT1G01450	41.859581385083786	23.015464843210314	26.626108016628496	21.3539065340356	21.319113112453536	16.49514556828071
AT1G01453	0	0	0	4.601818893109593	3.5349244879185364	0
AT1G01460	0	0	1.0277346271556844	0	0	0.9688213910199319
AT1G01470	810.9152745315654	780.5732687505948	795.0982677138466	1652.227261164781	1289.7424928887708	1154.5993264352492
AT1G01480	6.3945427789560165	7.60089921453781	2.132144885051351	11.605224498119105	3.5271157067012133	14.816976324038052
AT1G01490	1731.3988101504317	2051.093133573609	1717.7679065525367	2470.1723966968857	2666.825649873292	2606.205194922982
AT1G01500	684.7420188229343	551.0147967413149	566.2574124365287	601.5554572390508	521.683760850832	480.34495119530953
AT1G01510	630.6144394555051	702.051851099304	685.114526006137	819.4024352142892	678.0459256888493	785.8871546044159
AT1G01520	69.02891711253932	70.54369247822409	80.68529296100238	22.489246783197377	35.94305230418444	25.2631968515992
AT1G01530	0	1.0269609777140938	0	0	3.979318788292638	2.98031791729355
AT1G01540	1514.0923835671517	1487.01336277018	1414.6134481419904	1466.4858254183118	1669.3584513968192	1461.6273087424206
AT1G01550	2039.600528901922	2170.552368898145	2230.2980114996717	3320.353780392452	3100.9358093581377	2983.933864471181
AT1G01560	26.37352437101452	26.93214969818295	13.69044815350006	422.857228121472	214.69735095896735	171.53254086147314
AT1G01570	35.066707878463504	26.04610483714747	29.376929711452057	24.11958371545644	23.3559792344915	42.66027882852797
AT1G01580	49.16990561597033	54.47718547754874	64.42989799435864	67.65743196016946	65.64875807640598	71.5259864733221
AT1G01590	8.964646122697527	9.026214727461033	11.121884373136691	9.029916802704664	20.894615696653823	13.954763729255577
AT1G01600	101.64883555036678	132.50613209892305	101.89629654451166	240.00538239972676	154.5774689690387	177.77541598562044
AT1G01610	1174.9250447803693	1085.0740864043437	1450.0228264688012	1036.7488074917635	978.1639720256314	980.3752624869562
AT1G01620	5562.498156180687	5481.969134771317	6895.225888773177	3784.694173173042	3761.8134596901837	3995.156638091817
AT1G01630	869.3118510378699	916.385679707887	915.7554253079229	1278.0373301769243	1287.6909970498814	1184.3722814491548
AT1G01640	10.046448127273464	14.22948421458442	19.229387171545223	45.82647783999672	33.60218416476795	39.45053991689267
AT1G01650	507.5000804648794	490.3601653762579	506.4249610837036	976.0259781597042	864.3090860812807	957.6943831353549
AT1G01660	9.932562904818775	7.576061698399834	6.375738523851123	43.12793571730302	47.79864646210188	39.20751721615167
AT1G01670	41.766655082410644	47.53587822395576	11.699197959514544	80.29041985521755	60.931103359567466	89.48440414333727
AT1G01680	1.9902385393732265	8.814898388323838	7.194995558281581	72.71877607640167	79.94240148955481	31.696156877616854
AT1G01690	73.5670860862264	124.8708020280024	85.24552464795558	123.77994902652523	115.9318145568043	146.97372382486088
AT1G01695	8.915298297218477	15.811231059599894	8.413363488217351	9.180594115685814	8.84527374263919	15.572136840922548
AT1G01700	37.53783785692974	44.838143482525886	39.75241753800527	102.7413385475839	80.80541700668574	90.09006549709864
AT1G01710	605.319685727249	628.7111784399787	548.278612609372	939.45963466892	825.9011216566714	957.4940755065913
AT1G01715	48.70770985961456	46.1193548427767	31.613243247680405	57.474766801197624	30.608859415636726	30.367187790365467
AT1G01720	526.4518127652514	502.2052964992299	690.2814985785374	588.5240640131663	617.7651433061902	656.9659521960407
AT1G01725	57.65375697182779	56.09349559770193	54.36877035825108	105.46790092754044	118.7377826313328	135.90864785171453
AT1G01730	218.57477005120464	285.6699312279033	278.3216310900167	509.81241568095885	435.9982067239704	511.92397110520415
AT1G01740	115.31449072632567	147.19996817642888	74.7854934646531	153.94923176933915	174.2840436527761	162.80096829239753
AT1G01750	3.6327153044957243	5.56796105698018	2.461954876056621	5.821892260675812	10.248697307793753	18.643458446431193
AT1G01760	54.201853584029124	59.78176163622054	34.15889102214446	62.913802515425715	54.230627159090126	67.13126797265753
AT1G01770	439.74092217015124	507.32369177147166	313.2998997014915	508.26120705212594	502.9607339415721	455.779118011197
AT1G01780	245.56021458316107	287.20324634210556	146.4769492258902	262.387542728049	192.9452542083254	223.02956122923263
AT1G01790	3658.0329483359014	3604.573598988917	3439.3967050269066	4700.82152074953	5241.654856909498	4058.9304621547453
AT1G01800	930.2601901138468	911.9841445017802	995.3766285447614	1326.5789253554267	1343.8067734709446	1351.6103000868195
AT1G01810	10.057295336061719	10.127104398810092	6.092276708638865	9.974500898028799	6.9247285462915915	7.865921374058477
AT1G01820	847.121598618599	838.2926869645984	738.3883268493006	1628.1198495824622	1282.3292055400675	1263.8157373529866
AT1G01830	487.7245975525703	556.3822082818826	471.8778199918315	1193.1325598080077	1096.676888856612	1017.7399952403275
AT1G01840	14.213644011835257	10.87920219476477	0	4.681656559283898	6.518380670530983	8.721261574729967
AT1G01860	263.2989654306105	291.97546021732006	228.87964773642378	249.14539594395458	235.41169433257866	215.65171677298588
AT1G01870	0	0	0.494261582913538	0	0	0.5033653705018517
AT1G01880	34.05152613059227	47.189887960475446	37.311596487352034	63.883541435980504	43.644506576286275	45.13443585127857
AT1G01890	0.4970151491167136	0	0.9885231658270757	1.00445617435698	0	2.0134614820074064
AT1G01900	110.7189453582242	91.42962856851689	132.83904637067732	179.504740146875	104.77524037651492	110.7707848486959
AT1G01910	1125.6368544457284	1049.7434967682739	965.3986430699659	1113.875442792286	1057.9784608345055	1109.4885664694107
AT1G01920	269.91596791356153	307.46379144401857	216.17688878739432	305.7656448479718	281.04919843168034	279.82986647896143
AT1G01930	286.34788008572417	332.7524355047204	264.38068435793974	301.46032353654095	356.0928132575033	378.10489131559507
AT1G01940	163.52722564060196	220.0711913925283	184.1760904176998	332.02718859878627	266.1122081344417	332.20462147159304
AT1G01950	271.14656534517604	338.91205979962916	290.4049328382761	409.3644698357385	369.80428469584706	379.5166773726296
AT1G01960	1673.5092900618397	1658.9844803279202	1634.8619210147342	2486.4299374170573	2166.8665680398303	2234.2935629868775
AT1G01970	1171.4666370289335	968.5147115901019	1121.1578082471176	778.0938081295802	904.042875277762	920.2501037765369
AT1G01980	0	0	0.9818944149095961	1.9849058926688554	0	4.103594718903063
AT1G01990	770.1557234004459	772.3197394255112	801.4465207976698	748.0070970932403	680.4394189729626	676.0524691869127
AT1G02000	327.8442829213575	276.7520090458581	347.98848062831246	291.08998939233896	277.2516768094947	268.5542973300348
AT1G02010	200.0262919167269	246.18330616783777	169.6922840918326	252.43268075517267	288.90847429998877	337.92793405789143
AT1G02020	506.01049875698004	468.3488327201879	604.1291146535684	487.1728392858702	527.1259632606195	547.7337780821233
AT1G02030	3.0008144200945654	3.9539001978481774	2.051869984357477	5.059987807500578	6.938959174638107	6.900519381279351
AT1G02040	0	0	0	0	0	1.0067439640425964
AT1G02050	121.76558284221066	119.58357994159135	115.64774944420705	114.8567433083576	93.17031076214165	122.22330308622863
AT1G02060	151.0695778138048	150.84760938598416	130.3549307230615	144.34246407630255	122.93703530150562	139.5036837049785
AT1G02065	48.10756024660097	78.13273267665093	60.33766321252032	125.52914414124021	58.59863755624742	129.24380396238843
AT1G02067	3.7476294343021084	9.645597265842591	5.644559049146201	16.479543124826915	8.777951610080132	15.533619955107188
AT1G02070	1.0271024099914534	7.127084343881821	2.9630395153129836	13.405591353111268	11.095021768725129	12.069730938502282
AT1G02080	1866.1233010559267	2269.630219332038	1808.5746413734248	3335.514692437562	2849.8911353294698	3190.6596229985626
AT1G02090	689.7316552610274	753.4614875527511	779.0389502156942	819.6656419408679	713.0322968226099	763.1941176311026
AT1G02100	581.6879136894518	593.6112014231211	448.11526584471716	767.725165270468	669.4681996749189	795.434010302428
AT1G02110	900.1674395073686	948.5802790274921	1041.4577893679061	809.5171000681446	672.5816701354986	865.0923794851547
AT1G02120	1261.3658794967762	1478.4960736239295	1314.1217404356191	2838.3264802744698	2779.191835108071	2819.998006181585
AT1G02130	1022.9902989107085	951.2578851266139	985.5738055369458	1098.3177965923123	1109.338280701653	1189.6012710262198
AT1G02140	2004.3444210644586	2028.0824623538263	1909.5244172484006	1794.9453509534974	1620.7215920296917	1793.1434563963933
AT1G02145	419.313500185927	474.582539211427	339.6853612825203	545.9852258971208	514.5646776670678	519.3276381469424
AT1G02150	3390.2816527392743	3085.4636752076694	3228.6496517392216	2406.6898576612707	2435.305644534146	2370.27161691853
AT1G02160	269.7304567298164	309.7175455388873	224.85021350742548	315.71051837571605	270.02350305533383	323.0843109056314
AT1G02170	814.6379243961192	819.6674395312714	809.5685476502856	1397.319530500052	1352.336381855212	1541.3701079215034
AT1G02180	166.85333513107526	174.57960468236286	166.88455886543227	157.88138699455396	140.4340365425265	138.0404902785749
AT1G02190	38.75581286718648	68.00251893796784	33.872841801103384	89.94960249489954	50.143471122224874	65.42391420094438
AT1G02205	3399.1815349882413	3133.272716006628	2814.709187182185	3439.4941990973884	2902.5283888748863	2442.6662468026207
AT1G02210	0	0	0	0	0	0
AT1G02220	46.53977555438107	48.60025694501158	38.383476469247825	88.7123592403829	41.692890384530664	71.79791695297216
AT1G02230	6.903660682822886	5.904804221187672	2.067919153794458	8.097986209117275	9.96109671484464	10.902372598052668
AT1G02250	0	0	0	1.0405242826170875	0	1.9959507849076539
AT1G02260	197.70103252618983	269.25777155704463	163.84097659139292	472.9984120662514	419.27886145292877	435.1785823890332
AT1G02270	606.317886590437	614.2293677086111	508.8831757721034	840.0266217754453	765.6391383614829	689.6433640960724
AT1G02280	1643.6865163277666	1777.312421069035	1795.4057592379552	1040.656125035938	1033.7715476724863	1205.8544713444537
AT1G02290	194.05059751636546	200.42600450251788	222.46086415868803	362.8552406797181	296.6853131226382	271.09485380979254
AT1G02300	263.4980577517429	373.30786354204366	137.40822872654465	630.3069921670582	577.2760675466757	611.7313311739376
AT1G02305	1273.914299257778	1276.7892648578688	1329.016658691192	2012.27435576867	1872.8991369466798	1821.2224059333669
AT1G02310	0	2.4592436705004883	0	3.0048394742597115	1.0960627481793102	8.61788326960746
AT1G02320	0	0	0	0	0	0
AT1G02330	348.7891516689158	467.4128042057984	375.9093187035353	473.436051680956	551.7783028020498	541.6636126594738
AT1G02335	46.90109600644091	50.560678179906056	67.17680492974497	152.1115165051095	49.686620881232294	57.758028541071766
AT1G02340	54.73535726526102	56.383825587855526	44.40137551559793	17.25212484871794	34.90602160073347	21.683527533919726
AT1G02350	33.797028674237055	41.06845633863836	24.713079145676893	19.084668256003333	18.112542941459253	24.16153822084595
AT1G02360	158.58315462752014	179.48909632063948	150.7274571470721	251.5195043370666	446.26576597171857	470.3596743801031
AT1G02370	129.6728749385287	158.2494929802766	106.07279807625679	152.73476317006615	100.17820353172854	119.61143677716115
AT1G02380	56.16322759064602	75.19436364300134	42.70101811500717	45.23025012907421	43.109100926568765	68.79177939363795
AT1G02390	63.55194422896161	77.44369750632305	115.16818781416843	215.72797417328488	172.44857125790713	115.29820579933379
AT1G02400	31.01157036118784	38.37140860812765	36.07855766965097	96.61005416832802	38.82361118684177	28.944457446302735
AT1G02405	10.623486526035915	18.808596321976395	11.667325491706379	29.937920791678323	23.338291531127766	21.42345364900246
AT1G02410	310.9350852436371	397.83012012082924	250.97608709946553	491.9778980470275	452.28379132769277	540.0590729300258
AT1G02420	70.2280295771883	47.0217458507707	58.63207267255055	52.22329727873532	82.39092145629589	74.19534884310515
AT1G02430	27.5449403727549	29.070448150219086	27.069005322600272	18.20657251354125	13.898083980962921	27.073227976975136
AT1G02440	1.295091558113027	2.7834206396142425	3.322634146744424	14.65052974008484	19.27615187546454	29.40439700264894
AT1G02450	0	3.9790833036943383	9.215987027353126	32.29944984045662	24.826657165626123	44.438927112283174
AT1G02460	74.39480421973711	51.62221208636277	82.8464816266864	80.89358083759173	66.36765144205799	71.78998566240242
AT1G02470	7.4900134002998895	17.86424986686521	6.1139118067696145	120.0529745346544	115.33721216404423	62.44017526258703
AT1G02475	1232.4054220343419	1126.7484238713703	947.2196382749169	1439.8916340779808	1413.8749112618852	1154.437209807925
AT1G02480	0	1.0016695843624124	0	1.00445617435698	0	1.0067307410037032
AT1G02490	3.98677503012872	6.458397609670558	7.0508461994121205	2.0555493544526375	2.9702354724801507	4.003612392904318
AT1G02500	6470.007875373364	5270.470824654726	7477.084457202906	7537.157402467565	6630.111216299455	7309.279919407499
AT1G02510	0	0	0	0	0	0
AT1G02520	3.4256055894717234	6.342236684869485	5.8023850391669365	13.49819669204802	9.059582329868473	12.636659035470835
AT1G02530	4.5672587121528565	7.6040553671307265	1.1686493687071449	10.387179396949142	4.033346734948648	11.514079494695991
AT1G02540	0	0	0	0	0	0
AT1G02550	0	0	0	0	0	0
AT1G02560	5895.546448966483	5941.997707476558	5045.189800026444	6088.748116432488	6068.389575339321	5417.4950506783525
AT1G02570	0.9884611705043586	0	0	1.010132931454528	0	0
AT1G02575	0	0	0	0	0	0
AT1G02580	0	0.86524471341497	0	2.3489493161949166	0	0
AT1G02590	0	1.0016755069028567	0	0	0	0
AT1G02600	0	1.0016695843624124	0	1.0044561743569802	0	0
AT1G02610	38.112853493792315	62.65583187303459	33.680270041944475	70.24828881068974	116.87317570947651	86.46329858411829
AT1G02620	12.889029981337195	22.987780616940505	26.610807106703817	7.973291716639557	19.467074932353214	9.220958040058832
AT1G02630	11.86815279847527	13.010717225325479	8.10975472433938	40.05260426838676	15.958017003703294	44.992328148425905
AT1G02640	209.44612375064165	255.70339489465874	349.6327928112724	272.85690412654003	252.0299383446348	306.80280925136447
AT1G02650	47.020446518834326	22.847443277707676	38.498631946504645	12.624613683353234	32.70995676399993	16.909326763091848
AT1G02660	113.89407442978147	114.5244682718222	131.27448543197156	472.10798766395726	413.059151682018	219.3645026248039
AT1G02670	19.55072648131609	34.658076677419	23.28162690812971	58.612934632508455	28.23705498606927	41.32509485825485
AT1G02680	209.95539223705035	279.0694031914449	242.58742879423576	341.58137434781645	309.6873360998472	317.83397755272665
AT1G02690	225.4375512643801	227.5596693259564	264.125484229083	236.37395007148442	175.5924403342033	233.15881612420046
AT1G02700	32.61699007218576	44.665484738770346	32.438869137589606	19.475619343489807	17.889105931360767	11.951210301138328
AT1G02705	98.64460067513602	87.19775240232582	99.56199301919973	69.83935317073606	66.53951851837381	77.33326360949619
AT1G02710	158.35549964327927	113.20046929264905	170.94682839778804	95.44181583566576	92.51244341142676	97.92405942985799
AT1G02720	372.94301834751747	408.9739954294403	437.7860231034974	359.87203100633457	356.8360116790665	380.8785126486652
AT1G02730	1176.727551935078	1415.0298910838958	1387.1429689310758	1370.5045911520422	953.1422603965447	1134.1646487915891
AT1G02740	176.204086482757	187.23602230868462	148.24718295939584	228.24755994652864	205.2545423952657	195.7057379340799
AT1G02750	164.21132755973295	189.9502851668897	139.3400252160035	193.88663963179422	185.9590460036191	190.68098482657146
AT1G02770	4.021088586001664	3.9874255661151232	6.01379280766086	1.986043944510123	5.035811700223513	3.989053219838474
AT1G02780	14575.952882164704	14853.58523572182	15268.144747073622	9673.033428301347	9608.686901716854	10747.797821374379
AT1G02790	0	0	1.9770511154903663	0	0	0
AT1G02800	147.07195871152118	173.44524634930357	193.90039515059934	335.779438708721	199.3763628003188	312.9929117232472
AT1G02810	9.20436513984035	13.30119972701587	11.823709475764103	26.11747137366847	10.993093599537216	10.062163086437998
AT1G02813	0.9936616657770765	1.0020595930041496	0	0	0	0
AT1G02816	231.01347915168273	212.0920305069299	230.00597245354967	276.4473478916735	301.0158130885512	224.89616304125903
AT1G02820	785.8946914271316	665.7708495061253	664.1182272544161	156.12155165715	141.97860192786456	154.1255548662829
AT1G02830	1.9880612478888418	2.0033428703880434	0	0	0	1.0067289939753936
AT1G02840	1375.6914162702578	1407.1681229730445	1506.61233093313	1868.27427097691	1555.046436143998	1877.7360359573818
AT1G02850	147.05604857454085	124.71250901130148	15.63530000725459	526.3876301251553	261.5988696191744	246.4315120336826
AT1G02860	124.02037940646382	162.21818764727323	125.04589745647267	144.53642055386976	144.45213282972205	145.6807538227409
AT1G02870	568.6164573742766	537.2995198353842	450.6771133137485	496.7626185914423	302.59410755647986	454.5058201220116
AT1G02880	319.8309142843812	307.7341950368963	252.45051483035974	688.4315284791721	610.8013985811077	563.6029371895238
AT1G02890	1118.464934613404	1309.0263914084417	1012.3783630267371	1846.327912163101	1636.2171782418307	1597.123344272147
AT1G02900	18.869949378333917	32.01653029505669	32.35390642379673	26.36106634492804	30.66384167524508	20.900118592694845
AT1G02910	1262.6387607897482	1306.7187063975296	1005.79676742121	974.4415962723234	1071.8997032759423	1039.9404814306129
AT1G02920	184.31654091878846	286.019099358881	258.63186151753695	1575.9790679063187	1406.950981030749	2096.4057552896916
AT1G02930	645.364068717114	718.0378379905754	573.9395434009284	5142.846235524296	4828.563185161711	6279.217089729331
AT1G02940	8.174796715982554	4.181145982769567	2.1405112379949243	24.318084364722225	18.022496891638934	37.22560305242103
AT1G02950	91.37812838050476	69.23314450215125	100.36934438273794	186.48569187336517	106.06002438190812	133.05300350051516
AT1G02952	0.9940304203750501	2.449586740472629	0	0	0	2.0134615184038296
AT1G02960	195.86785818373767	306.424391678357	165.3320169362151	488.5155423596302	438.2926336318085	495.75810749671695
AT1G02965	2.0279253468146448	4.0758548426454535	2.0658199223348577	3.964435385017258	0	0.9899011447694916
AT1G02970	71.47861131562854	68.54985749958836	39.64760887040756	57.77685707628709	43.724555284010286	51.599008400760844
AT1G02980	0	0	0	0	0	0
AT1G02990	286.93944091209727	460.63835880417656	319.05062801454625	650.1615332696075	698.1664199576916	690.8783676522215
AT1G03000	560.4625089490326	615.2402463432246	431.35226913918757	686.3181509765983	669.2509722552846	654.7711384471252
AT1G03010	21.394733351179106	34.83330326491639	21.313892468605538	40.21387940247241	47.075346413152914	49.289533379730194
AT1G03020	19.88060515039106	31.051753976868138	28.66717256143281	2.00891165003195	12.07502798066721	5.033652613125822
AT1G03030	268.2871894370119	301.0302718419283	238.7992188323278	389.86875144877797	359.6942555925934	386.45792152420796
AT1G03040	853.9010487093909	882.4516520185343	766.4622680077377	1365.6026872743769	1156.4929603931855	1334.3510609710947
AT1G03050	3.0202384403843787	4.997212320981427	0.9976166958989727	1.9901497322595298	3.0026031416256087	8.015880753220488
AT1G03055	170.75256250702097	210.9022261901243	155.80147591054566	99.51088333672071	147.7660170970539	127.35439179889458
AT1G03060	1124.9561451790728	1428.1621105515205	1274.0096821036514	2141.125341628927	2079.6911974243767	2148.428149975189
AT1G03070	9.041688559271334	4.143302807408985	12.950109988825094	17.73787752567028	17.800359077994187	14.88728011200956
AT1G03080	543.3216830997874	1147.5965703413601	579.99194748005	1460.4741653955239	1548.8884377707259	1392.7407486365717
AT1G03090	407.1917672651755	480.21322245794806	358.6133452791468	452.7394511265924	470.35509917162534	480.07201566329127
AT1G03100	49.44944749017054	68.74704410946333	35.743632804677276	65.86050465430311	35.505230991519205	45.253618845499325
AT1G03103	0	0	0	0	0	0
AT1G03106	0.9315378223650383	0	1.056352231382294	0	0	0
AT1G03110	275.300488751785	286.9039191723193	263.36434662640477	230.49130372196808	166.04489304184295	203.81064919750852
AT1G03120	7.1362677566996	8.717446542597296	8.813035023846103	6.798410426200207	6.114535455786981	9.44129385422249
AT1G03130	47513.798214967224	46006.808290910405	51872.095188547995	41985.66185958481	46860.64897381512	42865.7141169745
AT1G03140	573.240408898181	614.1105676482541	619.6146948397544	782.253865012812	819.7705174741786	947.7586159564341
AT1G03150	441.78390804757436	475.7779070781771	351.9400610099864	438.2749707295248	439.75914350794363	478.2045242900363
AT1G03160	1419.0145668802736	1425.7036199548263	1111.6622064328994	1568.8263088004385	1437.034915640605	1434.1839373985333
AT1G03165	8.946272195534354	7.011687090536887	1.977046406898913	4.01782469742792	6.037514385705562	8.053845709651087
AT1G03170	7.0306538200878546	13.975125141078998	13.972625362592666	92.5304722723711	30.404593795894137	27.76193150466853
AT1G03180	58.59865172106587	70.63877547122526	37.406406091709535	44.921284378835956	53.04725911040967	67.20187937896547
AT1G03190	183.39369840543105	215.11400020681168	171.48282550718014	284.0883332398736	217.84180100461177	250.29816727696513
AT1G03200	33.797025294985495	30.669590604662506	42.48930146097892	115.99168754392672	65.58356720271291	97.37320124363261
AT1G03210	128.99671018385206	190.9811698113137	109.39361104077965	473.3256095509495	432.2594158206024	479.2865267589956
AT1G03220	1002.4282546310575	1140.0716093195717	1556.522667848937	777.0643919400886	840.772989980854	761.0651453742012
AT1G03230	434.4357810442336	485.1417372042021	670.9635359796716	572.6728151147362	524.6258722971409	578.3523557577098
AT1G03240	0.9940292396726969	3.387172728824913	1.0057214847833458	9.565340992977195	7.872853078907932	6.320065989659397
AT1G03250	578.1644326736902	594.8382114826909	468.6230040073028	623.8988399893494	633.7668209830903	610.932203146331
AT1G03260	214.83804459022028	215.3575176045841	147.82680243951066	192.31197758625385	207.17894338077815	190.1267091503164
AT1G03270	88.2067473530835	123.70883192394818	84.61909240979625	104.20621659775139	68.44784199376454	92.34804383890923
AT1G03280	517.6902181175992	574.6705635860012	551.1625405098575	794.4990139984645	793.5083979358516	879.1072723418832
AT1G03290	346.46024527535445	388.45961295173885	314.45313341258645	1185.6139789652939	1389.3270084823657	1356.7957407343051
AT1G03300	9.838962666539887	77.70452496758334	34.71218406383403	71.70693255850503	103.48351176943754	45.65697558822526
AT1G03310	1729.7679402820204	1740.6426070915006	1371.6647950907225	1703.9765058436494	1568.9264812103206	1581.8334595838737
AT1G03320	6.355053281280877	14.182637494361302	10.827385773829707	3.8425083037407517	2.888730944575106	6.721525196956452
AT1G03325	0	0	0	0	0	0
AT1G03330	470.64370151165	502.0276200588658	452.55699346799247	520.879257246974	509.91262406423147	484.6527967923212
AT1G03340	49.581930452480016	46.702919212619854	29.509444407094943	87.00638309998126	67.65393404599602	59.578468870779815
AT1G03350	629.566195972555	674.4402703321687	742.3629919078398	852.3646686905827	899.5101476266715	961.6876142552696
AT1G03360	125.17466749546041	150.85971952421366	94.3611492156187	120.90678882546545	72.06549800008551	109.74376879886893
AT1G03365	254.18726455778133	345.95910878869097	275.86135368655385	446.9647491046267	446.40166628729213	401.2292862064421
AT1G03370	577.2767894460646	526.7965132960093	503.5274330410283	1413.7948584090964	1717.98372554172	1735.295705565824
AT1G03380	859.8156554633225	924.352854961154	851.1023172133091	1564.3600170430045	1604.4811265986982	1512.8781039595847
AT1G03390	0	0	1.0091642723751302	0	0.9964845771108214	1.9968429115109305
AT1G03395	0	0	0	0	0	0
AT1G03400	629.2649367900289	689.3333529536951	651.9460328829131	945.4416568709895	1303.4414895291418	1134.5080799831012
